Test started at: 21-02-2024 18:38:06 - Finished at 21-02-2024 18:42:44
Results for simulation time 100.0 s:[
SimulationType(incarnation=collektive, testType=branching, cycle=0, nodes=200)=Results(duration=128, steps=20001), 
SimulationType(incarnation=scafi, testType=branching, cycle=1, nodes=200)=Results(duration=3488, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=2, nodes=200)=Results(duration=3454, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=3, nodes=200)=Results(duration=3382, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=4, nodes=200)=Results(duration=3304, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=5, nodes=200)=Results(duration=3295, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=6, nodes=200)=Results(duration=3280, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=7, nodes=200)=Results(duration=3385, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=8, nodes=200)=Results(duration=3314, steps=400001), 
SimulationType(incarnation=scafi, testType=branching, cycle=9, nodes=200)=Results(duration=3304, steps=400001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=0, nodes=843)=Results(duration=25719, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=1, nodes=843)=Results(duration=26379, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=2, nodes=843)=Results(duration=25829, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=3, nodes=843)=Results(duration=26902, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=4, nodes=843)=Results(duration=25834, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=5, nodes=843)=Results(duration=25482, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=6, nodes=843)=Results(duration=25444, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=7, nodes=843)=Results(duration=25694, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=8, nodes=843)=Results(duration=25550, steps=1686001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=9, nodes=843)=Results(duration=25552, steps=1686001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=0, nodes=200)=Results(duration=2743, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=1, nodes=200)=Results(duration=2671, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=2, nodes=200)=Results(duration=2722, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=3, nodes=200)=Results(duration=2618, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=4, nodes=200)=Results(duration=2618, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=5, nodes=200)=Results(duration=2670, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=6, nodes=200)=Results(duration=2593, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=7, nodes=200)=Results(duration=2616, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=8, nodes=200)=Results(duration=2605, steps=400001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=9, nodes=200)=Results(duration=2621, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=0, nodes=200)=Results(duration=6509, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=1, nodes=200)=Results(duration=6432, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=2, nodes=200)=Results(duration=6516, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=3, nodes=200)=Results(duration=6503, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=4, nodes=200)=Results(duration=6237, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=5, nodes=200)=Results(duration=6224, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=6, nodes=200)=Results(duration=6266, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=7, nodes=200)=Results(duration=6266, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=8, nodes=200)=Results(duration=6279, steps=400001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=9, nodes=200)=Results(duration=6263, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=0, nodes=200)=Results(duration=4642, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=1, nodes=200)=Results(duration=4530, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=2, nodes=200)=Results(duration=4700, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=3, nodes=200)=Results(duration=4675, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=4, nodes=200)=Results(duration=4552, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=5, nodes=200)=Results(duration=4494, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=6, nodes=200)=Results(duration=4450, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=7, nodes=200)=Results(duration=4490, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=8, nodes=200)=Results(duration=4602, steps=400001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=9, nodes=200)=Results(duration=4504, steps=400001)]
Average:[
(collektive, fieldEvolution)=1013.0, 
(scafi, fieldEvolution)=2647.0, 
(protelis, fieldEvolution)=577.0, 
(collektive, neighborCounter)=2789.0, 
(scafi, neighborCounter)=4563.0, 
(protelis, neighborCounter)=1426.0, 
(collektive, branching)=1062.0, 
(scafi, branching)=3371.0, 
(protelis, branching)=660.0, 
(collektive, gradient)=3441.0, 
(scafi, gradient)=6349.0, 
(protelis, gradient)=3343.0, 
(collektive, channelWithObstacles)=13725.0, 
(scafi, channelWithObstacles)=25838.0, 
(protelis, channelWithObstacles)=45887.0]
Test started at: 21-02-2024 18:38:06 - Finished at 21-02-2024 22:19:05
Results for simulation time 10000.0 s:[
SimulationType(incarnation=collektive, testType=branching, cycle=0, nodes=200)=Results(duration=10605, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=1, nodes=200)=Results(duration=10346, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=2, nodes=200)=Results(duration=10447, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=3, nodes=200)=Results(duration=10793, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=4, nodes=200)=Results(duration=10458, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=5, nodes=200)=Results(duration=10332, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=6, nodes=200)=Results(duration=10538, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=7, nodes=200)=Results(duration=10283, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=8, nodes=200)=Results(duration=10547, steps=2000001), 
SimulationType(incarnation=collektive, testType=branching, cycle=9, nodes=200)=Results(duration=10424, steps=2000001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=0, nodes=843)=Results(duration=136228, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=1, nodes=843)=Results(duration=136428, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=2, nodes=843)=Results(duration=136554, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=3, nodes=843)=Results(duration=135259, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=4, nodes=843)=Results(duration=135072, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=5, nodes=843)=Results(duration=135476, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=6, nodes=843)=Results(duration=136118, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=7, nodes=843)=Results(duration=134686, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=8, nodes=843)=Results(duration=135494, steps=8430001), 
SimulationType(incarnation=collektive, testType=channelWithObstacles, cycle=9, nodes=843)=Results(duration=136357, steps=8430001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=0, nodes=200)=Results(duration=10155, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=1, nodes=200)=Results(duration=10080, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=2, nodes=200)=Results(duration=10081, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=3, nodes=200)=Results(duration=10199, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=4, nodes=200)=Results(duration=9965, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=5, nodes=200)=Results(duration=10083, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=6, nodes=200)=Results(duration=10100, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=7, nodes=200)=Results(duration=10338, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=8, nodes=200)=Results(duration=10037, steps=2000001), 
SimulationType(incarnation=collektive, testType=fieldEvolution, cycle=9, nodes=200)=Results(duration=10751, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=0, nodes=200)=Results(duration=34010, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=1, nodes=200)=Results(duration=34321, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=2, nodes=200)=Results(duration=33927, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=3, nodes=200)=Results(duration=34160, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=4, nodes=200)=Results(duration=34898, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=5, nodes=200)=Results(duration=33856, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=6, nodes=200)=Results(duration=33805, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=7, nodes=200)=Results(duration=34178, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=8, nodes=200)=Results(duration=34052, steps=2000001), 
SimulationType(incarnation=collektive, testType=gradient, cycle=9, nodes=200)=Results(duration=33972, steps=2000001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=0, nodes=201)=Results(duration=28139, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=1, nodes=201)=Results(duration=28027, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=2, nodes=201)=Results(duration=28067, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=3, nodes=201)=Results(duration=30679, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=4, nodes=201)=Results(duration=27808, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=5, nodes=201)=Results(duration=27871, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=6, nodes=201)=Results(duration=28107, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=7, nodes=201)=Results(duration=27933, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=8, nodes=201)=Results(duration=28057, steps=4020001), 
SimulationType(incarnation=collektive, testType=neighborCounter, cycle=9, nodes=201)=Results(duration=28034, steps=4020001), 
SimulationType(incarnation=protelis, testType=branching, cycle=0, nodes=200)=Results(duration=6466, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=1, nodes=200)=Results(duration=6251, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=2, nodes=200)=Results(duration=6309, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=3, nodes=200)=Results(duration=6373, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=4, nodes=200)=Results(duration=7439, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=5, nodes=200)=Results(duration=6295, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=6, nodes=200)=Results(duration=6277, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=7, nodes=200)=Results(duration=6308, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=8, nodes=200)=Results(duration=6302, steps=4000001), 
SimulationType(incarnation=protelis, testType=branching, cycle=9, nodes=200)=Results(duration=6408, steps=4000001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=0, nodes=843)=Results(duration=453725, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=1, nodes=843)=Results(duration=452786, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=2, nodes=843)=Results(duration=453647, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=3, nodes=843)=Results(duration=449641, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=4, nodes=843)=Results(duration=452528, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=5, nodes=843)=Results(duration=447687, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=6, nodes=843)=Results(duration=450383, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=7, nodes=843)=Results(duration=448079, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=8, nodes=843)=Results(duration=448817, steps=16860001), 
SimulationType(incarnation=protelis, testType=channelWithObstacles, cycle=9, nodes=843)=Results(duration=445809, steps=16860001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=0, nodes=200)=Results(duration=5589, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=1, nodes=200)=Results(duration=5472, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=2, nodes=200)=Results(duration=5445, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=3, nodes=200)=Results(duration=5477, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=4, nodes=200)=Results(duration=5430, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=5, nodes=200)=Results(duration=5526, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=6, nodes=200)=Results(duration=5618, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=7, nodes=200)=Results(duration=5507, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=8, nodes=200)=Results(duration=5529, steps=4000001), 
SimulationType(incarnation=protelis, testType=fieldEvolution, cycle=9, nodes=200)=Results(duration=5556, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=0, nodes=200)=Results(duration=32911, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=1, nodes=200)=Results(duration=33058, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=2, nodes=200)=Results(duration=33132, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=3, nodes=200)=Results(duration=33201, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=4, nodes=200)=Results(duration=33161, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=5, nodes=200)=Results(duration=33313, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=6, nodes=200)=Results(duration=33076, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=7, nodes=200)=Results(duration=33379, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=8, nodes=200)=Results(duration=33018, steps=4000001), 
SimulationType(incarnation=protelis, testType=gradient, cycle=9, nodes=200)=Results(duration=33922, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=0, nodes=200)=Results(duration=14366, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=1, nodes=200)=Results(duration=13991, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=2, nodes=200)=Results(duration=14150, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=3, nodes=200)=Results(duration=13979, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=4, nodes=200)=Results(duration=14069, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=5, nodes=200)=Results(duration=14037, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=6, nodes=200)=Results(duration=14077, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=7, nodes=200)=Results(duration=14214, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=8, nodes=200)=Results(duration=14042, steps=4000001), 
SimulationType(incarnation=protelis, testType=neighborCounter, cycle=9, nodes=200)=Results(duration=14047, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=0, nodes=200)=Results(duration=33545, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=1, nodes=200)=Results(duration=33111, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=2, nodes=200)=Results(duration=33356, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=3, nodes=200)=Results(duration=33542, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=4, nodes=200)=Results(duration=33164, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=5, nodes=200)=Results(duration=33173, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=6, nodes=200)=Results(duration=33413, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=7, nodes=200)=Results(duration=33873, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=8, nodes=200)=Results(duration=33489, steps=4000001), 
SimulationType(incarnation=scafi, testType=branching, cycle=9, nodes=200)=Results(duration=33287, steps=4000001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=0, nodes=843)=Results(duration=254251, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=1, nodes=843)=Results(duration=254616, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=2, nodes=843)=Results(duration=255637, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=3, nodes=843)=Results(duration=259378, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=4, nodes=843)=Results(duration=253694, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=5, nodes=843)=Results(duration=252140, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=6, nodes=843)=Results(duration=253182, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=7, nodes=843)=Results(duration=253662, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=8, nodes=843)=Results(duration=251517, steps=16860001), 
SimulationType(incarnation=scafi, testType=channelWithObstacles, cycle=9, nodes=843)=Results(duration=253961, steps=16860001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=0, nodes=200)=Results(duration=26366, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=1, nodes=200)=Results(duration=26039, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=2, nodes=200)=Results(duration=26351, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=3, nodes=200)=Results(duration=26659, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=4, nodes=200)=Results(duration=26068, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=5, nodes=200)=Results(duration=26168, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=6, nodes=200)=Results(duration=26280, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=7, nodes=200)=Results(duration=26727, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=8, nodes=200)=Results(duration=26459, steps=4000001), 
SimulationType(incarnation=scafi, testType=fieldEvolution, cycle=9, nodes=200)=Results(duration=26401, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=0, nodes=200)=Results(duration=62852, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=1, nodes=200)=Results(duration=62928, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=2, nodes=200)=Results(duration=62717, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=3, nodes=200)=Results(duration=62778, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=4, nodes=200)=Results(duration=63036, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=5, nodes=200)=Results(duration=64104, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=6, nodes=200)=Results(duration=63772, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=7, nodes=200)=Results(duration=63001, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=8, nodes=200)=Results(duration=63474, steps=4000001), 
SimulationType(incarnation=scafi, testType=gradient, cycle=9, nodes=200)=Results(duration=63830, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=0, nodes=200)=Results(duration=45113, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=1, nodes=200)=Results(duration=45107, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=2, nodes=200)=Results(duration=45607, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=3, nodes=200)=Results(duration=45439, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=4, nodes=200)=Results(duration=45169, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=5, nodes=200)=Results(duration=44991, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=6, nodes=200)=Results(duration=45338, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=7, nodes=200)=Results(duration=45168, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=8, nodes=200)=Results(duration=45420, steps=4000001), 
SimulationType(incarnation=scafi, testType=neighborCounter, cycle=9, nodes=200)=Results(duration=45751, steps=4000001)]
Average:[
(collektive, fieldEvolution)=10178.0, 
(scafi, fieldEvolution)=26351.0, 
(protelis, fieldEvolution)=5514.0, 
(collektive, neighborCounter)=28272.0, 
(scafi, neighborCounter)=45310.0, 
(protelis, neighborCounter)=14097.0, 
(collektive, branching)=10477.0, 
(scafi, branching)=33395.0, 
(protelis, branching)=6442.0, 
(collektive, gradient)=34117.0, 
(scafi, gradient)=63249.0, 
(protelis, gradient)=33217.0, 
(collektive, channelWithObstacles)=135767.0, 
(scafi, channelWithObstacles)=254203.0, 
(protelis, channelWithObstacles)=450310.0]
